CRASH_KEY_XREF_ID,CRASH_ID,VHCL_ID,PARTIC_ID
4994008557,1929677,,4125382.0
4994007642,1954830,3671020.0,4173028.0
4994010893,1930153,3627243.0,4126465.0
4994010894,1930153,3627243.0,4126466.0
4994011658,1930153,3627242.0,4126464.0
4994010641,1930172,3627280.0,4126506.0
4994013902,1954895,3671126.0,4173130.0
4994014627,1954895,3671127.0,4173131.0
4994008605,1930239,3627413.0,4126654.0
4994016896,1955225,3671685.0,4173665.0
4994016897,1955225,3671686.0,4173666.0
4994023808,1955339,3671868.0,4173841.0
4994033659,1955429,3672022.0,4173993.0
4994033522,1955463,3672076.0,4174046.0
4994033543,1955463,3672077.0,4174047.0
4994033931,1955509,3672153.0,4174122.0
4994033932,1955509,3672154.0,4174123.0
4994033544,1955514,3672162.0,4174130.0
4994034511,1955514,3672163.0,4174131.0
4994033524,1955535,3672195.0,4174158.0
4994033546,1955535,3672196.0,4174159.0
4994034097,1960197,3680019.0,4181651.0
4994034172,1960197,3680018.0,4181650.0
4994034517,1955683,3672444.0,4174404.0
4994034854,1955683,3672443.0,4174403.0
4994033013,1955684,3672445.0,4174405.0
4994033527,1955684,3672446.0,4174406.0
4994042482,1961905,3683092.0,4185345.0
4994045796,1961905,3683091.0,4185343.0
4994045797,1961905,3683091.0,4185344.0
4994047707,1981645,3719453.0,4228603.0
4994053755,1981716,3719580.0,4228730.0
4994055340,1981716,3719581.0,4228731.0
4994053315,1981760,3719656.0,4228806.0
4994053758,1981760,3719655.0,4228805.0
4994056763,1962017,3683298.0,4185593.0
4994055992,1962020,3683302.0,4185597.0
4994056507,1962020,3683303.0,4185598.0
4994056508,1962020,3683303.0,4185599.0
4994058536,1962067,3683394.0,4185710.0
4994056245,1962077,3683413.0,4185733.0
4994059048,1962077,3683414.0,4185734.0
4994060290,1983228,3722324.0,4231613.0
4994061194,1983228,3722325.0,4231614.0
4994058024,1962161,3683573.0,4185928.0
4994059559,1962161,3683572.0,4185927.0
4994057520,1962162,3683574.0,4185929.0
4994057521,1962162,3683574.0,4185930.0
4994057775,1962162,3683575.0,4185931.0
4994061642,1983429,3722691.0,4231980.0
4994062957,1986082,3727485.0,4236852.0
4994063430,1966932,3692514.0,4196717.0
4994063663,1966941,3692530.0,4196733.0
4994064692,1966941,3692529.0,4196732.0
4994073990,1983805,3723366.0,4232652.0
4994077194,1983805,3723365.0,4232651.0
4994077848,1972749,3703320.0,4210038.0
4994080113,1972749,3703321.0,4210039.0
4994080114,1972749,3703321.0,4210040.0
4994082789,1987779,3730415.0,
4994082912,1987779,3730414.0,4239795.0
4994080647,1972755,3703330.0,4210051.0
4994084928,1972755,,4210052.0
4994078996,1977874,3712873.0,4221790.0
4994079249,1977874,3712872.0,4221789.0
4994082028,1987786,3730429.0,4239810.0
4994082913,1987786,3730428.0,4239809.0
4994082282,1987789,3730434.0,4239818.0
4994083136,1987789,3730435.0,4239819.0
4994080914,1972875,3703552.0,4210337.0
4994081632,1987790,3730437.0,4239821.0
4994082474,1987790,3730436.0,4239820.0
4994078625,1972952,3703693.0,4210508.0
4994088342,1973820,3705281.0,4212468.0
4994088844,1973820,3705282.0,4212469.0
4994089714,1987930,3730679.0,4240062.0
4994090929,1987930,3730678.0,4240061.0
4994089402,1997062,3746626.0,
4994090407,1997062,3746625.0,4256475.0
4994085782,1973880,3705390.0,4212603.0
4994086818,1973880,3705389.0,4212602.0
4994089263,1987928,3730675.0,4240058.0
4994091938,1987928,3730674.0,4240057.0
4994089482,1987882,3730594.0,4239979.0
4994089918,1987902,3730627.0,4240012.0
4994090310,1987902,3730628.0,4240013.0
4994096754,1987933,3730684.0,4240067.0
4994099687,1987933,3730683.0,4240066.0
4994095760,1972780,3703374.0,4210116.0
4994099111,1988000,3730795.0,4240175.0
4994099480,1988000,3730796.0,4240176.0
4994106689,1988069,3730928.0,4240313.0
4994107391,1988069,3730929.0,4240314.0
4994101102,1978209,3713461.0,4222418.0
4994102368,1978209,3713460.0,4222417.0
4994103386,1978219,3713474.0,4222431.0
4994103661,1978219,3713475.0,4222432.0
4994103662,1978219,3713475.0,4222433.0
4994103663,1978219,3713475.0,4222434.0
4994105694,1990607,3735389.0,4244813.0
4994108255,1990607,,4244814.0
4994101610,1978254,3713536.0,4222498.0
4994102890,1978254,3713537.0,4222499.0
4994106691,1988214,3731178.0,4240580.0
4994108895,1988236,3731218.0,4240620.0
4994110926,1988236,3731217.0,4240619.0
4994111671,1972768,3703352.0,4210085.0
4994116302,1972768,,4210086.0
